ID,unwing,wing,log2FoldChange,padj
Unigene10902_All,5.54389169061817,15230.1764756495,-11.6233572175466,4.54561650870637e-63
CL793.Contig4_All,83.6105798498777,23648.0595854216,-8.49742498777442,3.16873729763237e-55
Unigene105_All,2.79154314950085,6520.29673922614,-11.4386447025735,9.71973253126532e-52
CL793.Contig3_All,89.6131771525284,15502.8239531054,-7.68203931010408,4.6585011862806e-51
CL793.Contig2_All,71.8968755736145,15473.101011051,-8.19771064479741,9.20470424330807e-46
Unigene15719_All,13.9557854987593,1197.58401476103,-6.60472626567784,6.94631794708347e-25
CL1445.Contig1_All,0,2739.52117013075,-13.6082566084137,1.2444515470713e-22
CL1445.Contig2_All,0,3366.02673074725,-13.813540950085,1.91154092182789e-22
Unigene104_All,0.821703837479,1774.277374257,-11.6199322212731,1.20500356839576e-21
CL194.Contig7_All,3.82472281889396,1048.45715714527,-8.25761953145363,4.23377587555182e-19
Unigene11234_All,0.600603796282991,318.593432161249,-8.75140746330984,9.6781851613807e-13
CL793.Contig1_All,0.821703837479,463.828733948192,-9.63074736509015,1.85049701798819e-12
Unigene37907_All,43.7974182975829,2389.189530648,-5.7134645455633,1.85049701798819e-12
Unigene19563_All,8.74450899430764,401.019797067071,-5.65315451306337,9.47207376936456e-10
Unigene15830_All,0,155.456971102899,-9.56561898311534,5.28329679141856e-09
Unigene21934_All,14.8759396117476,709.535784704509,-5.18981186680194,7.15097209033857e-09
CL240.Contig2_All,10.0311019929217,181.191726356154,-4.40561251946472,9.67932646843588e-09
Unigene21167_All,23.1679265431254,291.216448333373,-3.79744559998617,3.68634777596853e-08
CL240.Contig5_All,163.76956698738,4274.3403273109,-4.81488620491051,4.03907732299915e-08
Unigene35716_All,9.60966074052786,387.870118869549,-5.37566803897602,5.46994871251996e-08
CL240.Contig3_All,44.6638777518353,741.64223123716,-4.35261390550474,5.80608865781022e-08
Unigene19035_All,98.0876253846092,1973.54102530094,-3.60098371415919,5.80608865781022e-08
Unigene7644_All,3.17104690458784,171.239625270255,-5.43029607406854,3.17622705639681e-07
Unigene7325_All,12.823457782601,187.072123038842,-3.98878770738283,4.86323841539621e-07
Unigene20902_All,1223.84974277225,6169.72901908512,-2.34008587407568,8.54104261703404e-07
Unigene12551_All,56.0172996571325,385.068875377726,-2.93797443137235,1.13030587566644e-06
CL2285.Contig2_All,9.87351091920918,290.191015840556,-5.17755754964346,1.48373857256748e-06
Unigene21898_All,1.42230763376199,82.1571912748941,-5.8578826166671,1.50458834306847e-06
Unigene5717_All,10.5959518410005,147.307700793871,-3.65978277362953,1.64628346907577e-06
Unigene3486_All,153.96205115229,1226.76765402148,-2.8393229217485,2.29523668750712e-06
CL2375.Contig1_All,199.505094190565,3677.12374432257,-3.61563692772413,2.46775028902291e-06
CL349.Contig4_All,191.825386255205,1155.62491099631,-2.75050128868928,2.64119752140684e-06
CL349.Contig2_All,126.831201038487,1051.09964874005,-2.99369461084817,3.94819889600441e-06
Unigene3971_All,13.162954289126,134.662885491407,-3.41431679248195,6.55778588795108e-06
Unigene19922_All,0,63.0469164775252,-8.56504214556149,1.03489668536071e-05
Unigene1351_All,9.79693708226455,114.248982752477,-3.49947385670372,1.05870222808263e-05
CL732.Contig1_All,33.9995537062174,307.093508911649,-3.36968152821809,1.10915169166678e-05
Unigene5745_All,4.67255639529531,189.481043678499,-5.21429568066658,1.10915169166678e-05
Unigene7713_All,6.61626596839481,130.451095443626,-4.33700545713824,1.10915169166678e-05
Unigene21434_All,1.20120759256598,110.491261908331,-6.72798396055715,1.35863142807296e-05
Unigene10292_All,87.4941384985868,447.348143580763,-2.34997007682193,1.7123497372575e-05
Unigene40324_All,1.20120759256598,140.431692221396,-5.97664651679297,2.04488595460748e-05
CL3119.Contig2_All,125.159754537519,987.061781574307,-3.61164450507678,2.58597348668315e-05
Unigene4644_All,5.0616843596642,97.4748874298265,-4.35168672225299,3.58799830099548e-05
Unigene17504_All,0.834768706940179,82.6582295142539,-6.95798047181262,4.15207358450622e-05
CL240.Contig4_All,63.7841660550483,1335.10367614741,-4.3391909191198,6.25649565881044e-05
Unigene11726_All,2.25707634070217,66.7849064400866,-4.88080962549502,6.30401368259462e-05
CL2285.Contig1_All,55180.604457425,244355.95651729,-2.82291182424969,8.17701139028227e-05
Unigene15373_All,59.8347483528002,1582.31994480102,-4.03798484877645,8.23339639933719e-05
Unigene40447_All,2.50430612082054,834.222597275767,-8.82806397733378,8.23339639933719e-05
Unigene2128_All,122.853953086417,816.173920994901,-2.46217208380604,9.459090831119e-05
Unigene14268_All,13.0210561048755,134.014825156905,-3.25382636697539,9.64479823504157e-05
Unigene21359_All,5.92339544570515,189.471800639658,-4.3156475945557,0.000108930888026812
Unigene7278_All,3.70551371338652,92.7748184646111,-4.49552938576229,0.00011375877997386
CL453.Contig1_All,62.2290497400845,1076.21088130296,-4.10737674659741,0.000118119789102295
Unigene21131_All,65.6854034246077,402.551115360405,-2.59530456726248,0.000130265888631386
Unigene1013_All,47.1941235121125,448.908647803883,-3.47072160217987,0.000148545012514828
Unigene13341_All,1.65647254441918,104.693413884492,-5.39204219334134,0.000149753269778582
CL3314.Contig2_All,0.300301898141496,76.9757025803079,-6.65934784794146,0.000160753319671691
Unigene15757_All,8.72800346466719,102.552839046248,-3.53223182668994,0.000164486122126298
Unigene19890_All,0,36.9665152912114,-7.82666882806877,0.000164486122126298
Unigene8907_All,15.8222234636583,140.917536170622,-2.97277896249009,0.000178869570313449
Unigene33589_All,0,39.7586344827033,-7.90828936748436,0.00019128729109038
Unigene40521_All,10.6785943581252,215.244291778878,-5.09629612042455,0.000200349825182544
Unigene881_All,352.548994024219,1464.18533918276,-2.45353021874959,0.000290178791667435
CL933.Contig1_All,447.426572041539,2202.72678776958,-2.49593595347762,0.000308705735645178
CL453.Contig2_All,80.1664513601945,1193.4430289167,-3.64897659905425,0.000340329222278052
Unigene12125_All,44.6201248747059,481.417751431501,-2.97621392888893,0.000410495936716937
Unigene42593_All,0.300301898141496,40.1330295929969,-6.58140980910298,0.000428499423529009
Unigene3689_All,17.7563088274759,129.796965119321,-2.76929767712863,0.000500540948612917
