ID,unwing,wing,log2FoldChange,padj
CL1588.Contig10_All,442.813576281757,5.93067351430368,6.34446599090592,1.56222209436739e-16
CL1297.Contig2_All,320.551183465029,0,24.4920253780325,6.44673556131212e-07
CL1297.Contig1_All,98.5027074189411,0,23.8492584787911,1.50458834306847e-06
CL23.Contig2_All,702.129583742089,12.4424539604396,5.26665463501525,1.64628346907577e-06
Unigene27158_All,147.754061128412,0,23.7165962969857,1.67464253946123e-06
CL2708.Contig1_All,133.562993110429,0,23.2797071579706,2.93347646890477e-06
Unigene27446_All,99.3374761258813,0,23.050718805061,3.94819889600441e-06
Unigene136_All,448.221638468305,54.1799088686666,2.86119041373972,4.70833260404956e-06
Unigene22129_All,940.673096761999,131.868247702285,3.48161197629404,4.70833260404956e-06
Unigene28323_All,80.1377958662572,0,22.7422535737827,5.83884163861063e-06
Unigene13751_All,117.324129004904,0,8.02471662467699,7.84353033421507e-06
Unigene27275_All,70.9553400899152,0,22.4980939809544,7.84353033421507e-06
Unigene9271_All,82.3054758423351,0,8.14684120743429,1.14907532673954e-05
CL1280.Contig1_All,2989.7264656095,702.548012123806,2.06989401830052,1.2661745206668e-05
Unigene11860_All,4538.83727633231,3552.04582211613,5.08607742555916,1.64102947771991e-05
Unigene8287_All,3204.68693395688,768.086452539435,2.26548434609177,2.10387673555253e-05
Unigene4748_All,778.903585910673,35.8777931594914,3.86292405260746,2.77074711365814e-05
CL1280.Contig5_All,2867.47654437561,719.695780731916,1.97055669721635,4.22574262444826e-05
CL1496.Contig5_All,7693.64179576505,3990.12322320036,4.53597282678017,6.49551511719154e-05
